data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8546198,170,COL8744,8744,15 September 2021,2021,1,Violence against civilians,Abduction/forced disappearance,FARC Dissident - Dagoberto Ramos: Revolutionary Armed Forces of Colombia Dissident Faction (Dagoberto Ramos),,2,Civilians (Colombia),Nasa Indigenous Group (Colombia),7,27,South America,Colombia,Cauca,Caldono,,Caldono,2.7981,-76.4844,2,El Tiempo (Colombia); UNOCHA; Vanguardia Liberal,Other-National,"On 15 September 2021, in the rural area of Caldono (Cauca), suspected members of the FARC dissident faction Dagoberto forcibly recruited two Nasa teenagers from the indigenous area of Las Mercedes. The victims were leaving their homes in the Miravalle sector when armed men intercepted them and forced them to leave with them. The event was reported by a third victim who was able to escape.",0,1632170083,COL
9446171,170,COL9133,9133,15 September 2021,2021,1,Violence against civilians,Abduction/forced disappearance,ELN: National Liberation Army,,2,Civilians (Colombia),Military Forces of Colombia (2018-2022),7,27,South America,Colombia,Norte de Santander,El Tarra,,El Tarra,8.5768,-73.0948,2,El Espectador; El Colombiano; El Tiempo (Colombia),National,"On 15 September 2021, in the rural area of El Tarra (Norte de Santander), unidentified armed individuals abducted a military soldier who was returning to a military base after being off-duty. Perpetrators intercepted the victim in the El Rosal vereda. On 10 November, a video from the ELN was circulated as proof of the survival of the man. Subsequently, media outlets informed the victim was released to a humanitarian commission around 11 November.",0,1660599324,COL
9451297,170,COL16715,16715,15 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Andes,,Taparto,5.7011,-75.9656,2,UNOCHA,Other,"Around 15 September 2021 (as reported), in the rural area of Taparto corregimiento (Antioquia), a man was shot and killed and his body was found with two gunshot bullet wounds in the head in El Tapao vereda. The motive of the attack is unknown. There is presence of armed groups in the area. 1 fatality.",1,1660601517,COL
9453112,170,COL16094,16094,15 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Former Government of Colombia (2018-2022),7,37,South America,Colombia,Choco,Quibdo,,Quibdo,5.6922,-76.658,1,UNOCHA,Other,"Around 15 September 2021, in Quibdo (Choco), unidentified armed individuals arrived at the former mayor's house and fired several shots at the house's facade. The victim had not reported any previous threats, but the area is known for the presence of armed groups. There were no fatalities.",0,1660601520,COL
9453478,170,COL16716,16716,15 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Meta,Granada,,Granada,3.5467,-73.7057,1,UNOCHA,Other,"Around 15 September 2021 (as reported), in Granada (Meta), a man was shot and killed by unidentified armed individuals. The motive of the attack is unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601521,COL
8546197,170,COL8742,8742,14 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Valle del Cauca,Buenaventura,,Sabaletas,3.7424,-76.9659,2,El Tiempo (Colombia); UNOCHA,Other-National,"Around 14 September 2021, in the rural area of Sabaletas, Buenaventura (Valle del Cauca), unidentified armed men opened fire and threw grenades at a group of seven tourists who were visiting the Aguasclaras area. The group was driving back to the city of Cali when armed men attempted to stop their car at an illegal checkpoint. The group of civilians reacted by speeding up and driving the vehicle away, which triggered the attack. There were no fatalities.",0,1632170083,COL
9447011,170,COL8739,8739,14 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Police Forces of Colombia (2018-2022),7,37,South America,Colombia,Atlantico,Malambo,,Malambo,10.8563,-74.7742,2,El Espectador,National,"On 14 September 2021, in Malambo municipality (Atlantico), unidentified armed individuals shot dead an off-duty officer who was in his private business. Authorities are currently investigating whether this was a retaliation for the operations carried out by the National Police against criminal gangs and armed groups. 1 fatality.",1,1660599326,COL
9454764,170,COL16714,16714,14 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Norte de Santander,Teorama,,Teorama,8.4364,-73.2874,2,UNOCHA,Other,"Around 14 September 2021 (as reported), in the rural area of Teorama municipality (Norte de Santander), a man was killed and his body was found in the Travesias sector. The motive behind the attack is unknown. There is presence of armed groups in the area. 1 fatality.",1,1660601524,COL
8565788,170,COL8775,8775,12 September 2021,2021,1,Violence against civilians,Sexual violence,Unidentified Armed Group (Colombia),Prisoners (Colombia),3,Civilians (Colombia),Men (Colombia),7,37,South America,Colombia,Antioquia,Fredonia,,Fredonia,5.9272,-75.6707,1,El Tiempo (Colombia),National,"On 12 September 2021, in Fredonia (Antioquia), a man reported being sexually harassed and assaulted while being under police custody. According to the victim, he was sexually abused by other inmates at the police station, after officers persuaded other inmates to carry out the abuse. Police denied this version.",0,1632774086,COL
9450712,170,COL16091,16091,12 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Amalfi,,Amalfi,6.9123,-75.0825,2,UNOCHA,Other,"Around 12 September 2021 (as reported), in the rural area of Amalfi (Antioquia), unidentified armed individuals shot dead two civilians walking near the village of Naranjal. Although the perpetrators of the attack are not officially known, the area is known for the presence of armed groups, in particular dissident factions of the ELN and FARC. 2 fatalities.",2,1660601516,COL
9452183,170,COL16712,16712,12 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Cauca,Cajibio,,Cajibio,2.6233,-76.5709,2,UNOCHA,Other,"Around 12 September 2021 (as reported), in the rural area of Cajibio municipality (Cauca), a man was killed and his body was found by farmers in El Dinde corregimiento. Motive of the attack and circumstances of death are unknown. There is presence of armed groups in the area. 1 fatality.",1,1660601518,COL
9453456,170,COL16713,16713,12 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Venezuela),Women (Venezuela),7,37,South America,Colombia,Meta,Barranca de Upia,,Barranca de Upia,4.5707,-72.9634,1,UNOCHA,Other,"On 12 September 2021, in Barranca de Upia (Meta), two unidentified armed individuals on a motorcycle shot and killed a Venezuelan woman and injured two Venezuelan people in a drive-by shooting in the Las Ferias neighborhood. Authorities claim that the motive of the attack is settling of scores. 1 fatality.",1,1660601521,COL
8546190,170,COL8720,8720,10 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),JAC: Council of Communal Action; Farmers (Colombia),7,37,South America,Colombia,Meta,Lejanias,,Lejanias,3.5276,-74.0234,2,UNOCHA; INDEPAZ,Other,"On 10 September 2021, in the rural area of Lejanias municipality (Meta), unidentified armed individuals shot dead a social leader and farmer, who was also a member of the JAC. The victim was attacked in the Lusitania vereda. There are no further details about the event or possible perpetrators. 1 fatality.",1,1632170083,COL
9452778,170,COL16058,16058,10 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Indigenous Group (Colombia),7,37,South America,Colombia,Cauca,Timbio,,Timbio,2.35,-76.6842,2,UNOCHA,Other,"Around 10 September 2021, in the rural area of Timbio (Cauca), unidentified armed individuals targeted an indigenous authority near the Puerta Roja area during a drive-by shooting. Perpetrators opened fire on the victim's vehicle several times, but no fatalities or injuries occurred. The region is known for the presence of armed groups.",0,1660601520,COL
9461904,170,COL17144,17144,10 September 2021,2021,1,Violence against civilians,Abduction/forced disappearance,ELN: National Liberation Army,,2,Civilians (Colombia),Farmers (Colombia); Unidentified Communal Group (Colombia),7,27,South America,Colombia,Norte de Santander,Tibu,,Tibu,8.6395,-72.7359,2,La Opinion (Colombia),Subnational,"On 10 September 2021, in the rural area of Tibu municipality (Norte de Santander), a farmer, who is also a land restitution social leader, was abducted by ELN members in El Ambato vereda. The victim was released by the armed group to a humanitarian mission on 6 September 2022.",0,1663006808,COL
9450857,170,COL16710,16710,08 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Caucasia,,Caucasia,7.9774,-75.1983,1,UNOCHA,Other,"On 8 September 2021, in Caucasia (Antioquia), unidentified armed individuals shot a man at a restaurant in the Camello Dos neighborhood. The victim was taken to the hospital but died hours later. The motive of the attack is unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601516,COL
8533761,170,COL8692,8692,07 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Valle del Cauca,Florida,,Florida,3.3239,-76.2345,1,UNOCHA; El Pais (Colombia); El Tiempo (Colombia); Diario La Libertad,Other-National,"On 7 September 2021, in Florida (Valle del Cauca), unidentified armed men set fire to two public service buses. According to the report, men wearing civilian clothes got on the buses and ordered the passengers who were waiting to travel to get off. Subsequently, perpetrators burned down the vehicle. Some sources reported between 1 to 3 people injured, while others informed that no civilians got injured in the attack. The area is known for the presence of armed groups.",0,1631570372,COL
9453660,170,COL16057,16057,07 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia); Women (Colombia),7,37,South America,Colombia,Meta,Villavicencio,,Villavicencio,4.1239,-73.6271,1,UNOCHA,Other,"Around 7 September 2021, in Villavicencio (Meta), an unidentified individual attacked a social leader, who is also an activist for the right to decent housing for several families in the Camelia neighborhood. The assailant physically attacked the victim and told her that she had 72 hours to leave or she would be killed. [women targeted: activists/human rights defenders/social leaders]",0,1660601522,COL
8533757,170,COL8678,8678,06 September 2021,2021,1,Violence against civilians,Attack,FARC Dissident - Dagoberto Ramos: Revolutionary Armed Forces of Colombia Dissident Faction (Dagoberto Ramos),,2,Civilians (Colombia),Nasa Indigenous Group (Colombia),7,27,South America,Colombia,Cauca,Caldono,,Caldono,2.7981,-76.4844,2,El Tiempo (Colombia); El Espectador,National,"On 6 September 2021, in the rural area of Caldono municipality (Cauca), suspected members of the Dagoberto Ramos FARC dissident faction attacked Nasa indigenous people from the San Lorenzo indigenous reserved land. There are no further details on the attack, but no fatalities or injuries occurred. Indigenous leaders suspected the attack is retaliation, as members of the Guardia Indigena detained several members of the Dagoberto Ramos front in the hours previous to the event.",0,1631570372,COL
8550787,170,COL8680,8680,06 September 2021,2021,1,Violence against civilians,Attack,ELN: National Liberation Army,,2,Civilians (Colombia),,7,27,South America,Colombia,Norte de Santander,Cucuta,,Cucuta - East,7.9085,-72.4789,2,La Opinion (Colombia),Subnational,"On 6 September 2021, in the rural area of El Escobal corregimiento, Cucuta municipality (Norte de Santander), suspected ELN members shot dead a woman on one of the illegal crossings paths between Venezuela and Colombia. The attack occurred in a place known as El Aguila when armed men opened fire five times on the victim. Authorities believed the victim was killed after refusing to pay the armed group for using the way. 1 fatality.",1,1632174274,COL
9450915,170,COL16054,16054,06 September 2021,2021,1,Violence against civilians,Attack,Gulf Clan,,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,El Bagre,,El Bagre,7.5975,-74.7991,2,UNOCHA,Other,"On 6 September 2021, in the rural area of El Bagre municipality (Antioquia), members of the Gulf Clan carried out several attacks, resulting in the death of one person. The source did not provide details on the identity of the victim or further description of the event. 1 fatality.",1,1660601516,COL
9451223,170,COL16703,16703,06 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Former AUC: United Self-Defence Forces of Colombia,7,37,South America,Colombia,Antioquia,Medellin,,San Cristobal,6.2783,-75.6375,1,UNOCHA,Other,"On 6 September 2021, in San Cristobal (Antioquia), a former AUC member was stabbed to death by unidentified perpetrators in the Pajarito sector. The motive of the attack is unknown. 1 fatality.",1,1660601517,COL
9451249,170,COL16704,16704,06 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Santa Fe de Antioquia,,Santa Fe De Antioquia,6.5565,-75.8271,1,UNOCHA,Other,"On 6 September 2021, in Santa Fe De Antioquia (Antioquia), a man was shot and killed by two unidentified armed individuals on a motorcycle in a drive-by shooting. The motive and perpetrators of the attack are unknown. The department is known for the presence of armed groups. 1 fatality.",1,1660601517,COL
9451397,170,COL16705,16705,06 September 2021,2021,2,Violence against civilians,Attack,ELN: National Liberation Army,,2,Civilians (Colombia),,7,27,South America,Colombia,Antioquia,Valdivia,,Valdivia,7.1653,-75.4392,2,UNOCHA,Other,"Around 6 September 2021 (as reported), in the rural area of Valdivia municipality (Antioquia), two men were killed and their bodies were found. Authorities claim the attack was perpetrated by the ELN and that the victims were related to the consumption and selling of drugs. 2 fatalities.",2,1660601517,COL
8533754,170,COL8669,8669,05 September 2021,2021,1,Violence against civilians,Attack,FARC Dissident - Dagoberto Ramos: Revolutionary Armed Forces of Colombia Dissident Faction (Dagoberto Ramos),,2,Civilians (Colombia),Nasa Indigenous Group (Colombia); CRIC: Indigenous Regional Council of Cauca,7,27,South America,Colombia,Cauca,Caldono,,Caldono,2.7981,-76.4844,2,UNOCHA; El Tiempo (Colombia); El Espectador,Other-National,"On 5 September 2021, in the rural area of Caldono (Cauca), unidentified armed individuals attacked a Nasa indigenous leader, who is an active member of the CRIC, in the Porvenir Vilachi vereda. The armed men opened fire on the car assigned to the victim by the UNP and subsequently burned down the vehicle. No fatalities or injuries occurred. Indigenous leaders suspected the attack is retaliation, as members of the Guardia Indigena detained several members of the Dagoberto Ramos front in the hours previous to the event.",0,1631570372,COL
9454953,170,COL16053,16053,05 September 2021,2021,2,Violence against civilians,Attack,FARC Dissident - 48th Front: Revolutionary Armed Forces of Colombia Dissident Faction (48th Front - Pedro Martinez),,2,Civilians (Colombia),,7,27,South America,Colombia,Putumayo,Orito,,Orito,0.6638,-76.873,2,UNOCHA,Other,"Around 5 September 2021 (weekend of), in the rural area of El Orito municipality (Putumayo), members of the 48th FARC dissident front shot dead two people. The source did not provide details on the identity of the victims or further description of the event. 2 fatalities.",2,1660601525,COL
9451651,170,COL16103,16103,04 September 2021,2021,1,Violence against civilians,Abduction/forced disappearance,FARC Dissident - 10th Front: Revolutionary Armed Forces of Colombia Dissident Faction (10th Front),,2,Civilians (Colombia),Labour Group (Colombia),7,27,South America,Colombia,Arauca,Fortul,,Fortul,6.7971,-71.7686,2,UNOCHA,Other,"On 4 September 2021, in the rural area of Fortul (Arauca), suspected members of the 10th FARC dissident faction abducted a worker of a petroleum company. The victim was later released around 26 September to a humanitarian commission.",0,1660601517,COL
9454933,170,COL16701,16701,04 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Putumayo,Valle del Guamuez,,La Hormiga,0.4239,-76.906,2,UNOCHA,Other,"On 4 September 2021, in the rural area of La Hormiga corregimiento, Valle del Guamuez municipality (Putumayo), a man was shot 12 times and killed by unidentified armed individuals in Las Vegas vereda. The motive of the attack is unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601524,COL
8533748,170,COL8662,8662,03 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),El Mango Communal Group (Colombia),7,37,South America,Colombia,Cauca,Argelia,,El Mango,2.331,-77.2353,1,UNOCHA; El Tiempo (Colombia); El Pais (Colombia),Other-National,"On 3 September 2021, in El Mango, Argelia municipality (Cauca), unidentified armed individuals killed a professional athlete, who was a social activist in his community. The armed men entered the young man's house, violently took him out and then shot him dead in the presence of the villagers. The man had been living there for a short time and had not reported any threats previous to the attack. The area is known for the presence of armed groups. 1 fatality.",1,1631570372,COL
9454051,170,COL16700,16700,03 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Women (Colombia),7,37,South America,Colombia,Narino,Samaniego,,Samaniego,1.3354,-77.5945,1,UNOCHA,Other,"On 3 September 2021, in Samaniego (Narino), a teenage girl was shot and killed by unidentified armed individuals on a motorcycle in a drive-by shooting. The motive of the attack is unknown. The area is known for the presence of armed groups. 1 fatality. [women targeted: girls]",1,1660601523,COL
8684369,170,COL8661,8661,02 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Former FARC: Revolutionary Armed Forces of Colombia; Women (Colombia),7,37,South America,Colombia,Risaralda,Pereira,,Pereira,4.8057,-75.7171,1,INDEPAZ; Telesur TV,Other-Regional,"Around 2 September 2021, in Pereira (Risaralda), a demobilized FARC member was killed. One source claimed that the victim was killed during a meeting with other people, while a second media outlet reported that the victim's body was found dead in his parents' home. There is no further information about the circumstances of the death. 1 fatality. [women targeted: political party supporters]",1,1638981224,COL
9450598,170,COL8459,8459,02 September 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Government of Colombia (2018-2022); Women (Colombia),7,37,South America,Colombia,Valle del Cauca,Cali,,Santiago de Cali,3.4376,-76.519,1,El Tiempo (Colombia); UNOCHA,Other-National,"On 2 September 2021, in Santiago De Cali (Valle del Cauca), unidentified armed individuals opened fire against the car of a woman public employee in charge to control the city finances and contracts in a drive-by shooting. The victim's vehicle received four gun impacts in the back. The victim did not report death threats previous to the attack. There were no fatalities. [women targeted: government officials]",0,1660601515,COL
9447824,170,COL8659,8659,01 September 2021,2021,1,Violence against civilians,Attack,Police Forces of Colombia (2018-2022),,1,Civilians (Colombia),Labour Group (Colombia); Women (Colombia),7,17,South America,Colombia,Bolivar,Cartagena de Indias,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On 1 September 2021, in Cartagena (Bolivar), an informal vendor reported a suspected case of police abuse during a routine police operation. According to the report, officers arrived at the area following a call for public disorder. In the middle of the argument, an officer pushed an elderly woman, causing injuries to her shoulder and hip as a result of a fall.",0,1660599328,COL
9450974,170,COL16694,16694,01 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Guarne,,Guarne,6.2802,-75.4431,2,UNOCHA,Other,"Around 1 September 2021 (as reported), in the rural area of Guarne municipality (Antioquia), a man was shot and killed and his body was found in the Guamito vereda. The motive and perpetrators of the attack are unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601516,COL
9452753,170,COL16695,16695,01 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Labour Group (Colombia),7,37,South America,Colombia,Cauca,Suarez,,Suarez,2.9597,-76.6934,2,UNOCHA,Other,"Around 1 September 2021 (as reported), near Suarez town (Cauca), a miner was shot and killed by unidentified armed individuals between La Turbina and El Basuro sectors. The motive of the attack is unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601520,COL
9453686,170,COL16697,16697,01 September 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Meta,Vista Hermosa,,Vistahermosa,3.1258,-73.7512,2,UNOCHA,Other,"Around 1 September 2021 (week of), in the rural area of Vista Hermosa municipality (coded to Vistahermosa, Meta), a man was killed by unidentified perpetrators. The motive of the attack is unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601522,COL
9451032,170,COL16693,16693,31 August 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Sonson,,La Danta,5.8377,-74.8286,2,UNOCHA,Other,"Around 31 August 2021 (as reported), in the rural area of La Danta corregimiento (Antioquia), a man was shot and killed by unidentified perpetrators. The motive of the attack is unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601516,COL
9451062,170,COL16691,16691,31 August 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Maceo,,Maceo,6.5521,-74.7872,2,UNOCHA,Other,"Around 31 August 2021 (as reported), in the rural area of Maceo municipality (Antioquia), a man was killed and his body was found in La Pureza vereda. The motive and perpetrators of the attack are unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601516,COL
9451287,170,COL16692,16692,31 August 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Segovia,,Segovia,7.0796,-74.7016,2,UNOCHA,Other,"Around 31 August 2021 (as reported), in the rural area of Segovia municipality (Antioquia), a man was killed and his body was found in the Manzanillo vereda. The motive and perpetrators of the attack are unknown. The area is known for the presence of armed groups. 1 fatality.",1,1660601517,COL
8702624,170,COL9429,9429,30 August 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),LGBT (Colombia); Women (Colombia),7,37,South America,Colombia,Risaralda,La Virginia,,La Virginia,4.9001,-75.8822,1,El Tiempo (Colombia),National,"On 30 August 2021, in La Virginia (Risaralda), a man attacked and killed an LGBT trans woman with a Machete. The perpetrator attacked the victim when she demanded payment of her service as a sex worker. The victim remained 4 months in intensive care but later died due to the severity of the wounds. It remains unclear the motive for the attack. 1 fatality.",1,1641855744,COL
9451360,170,COL16037,16037,30 August 2021,2021,2,Violence against civilians,Attack,Gulf Clan,,3,Civilians (Colombia),Labour Group (Colombia),7,37,South America,Colombia,Antioquia,Taraza,,Taraza,7.5801,-75.4014,2,UNOCHA,Other,"Around 30 August 2021, near Taraza (Antioquia), Gulf Clam members killed a moto-taxi driver and a seller near the Las Pavas area. According to the report, the victims argued with another person the week before. Perpetrators shot at the men several times. 2 fatalities",2,1660601517,COL
8429645,170,COL8438,8438,29 August 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),JAC: Council of Communal Action,7,37,South America,Colombia,Meta,El Castillo,,El Castillo,3.5647,-73.7942,2,El Tiempo (Colombia); El Espectador; UNOCHA,Other-National,"On 29 August 2021, in the rural area of El Castillo (Meta), unidentified armed individuals attacked two social leaders in the Brisas de Yamanes area. Victims were on their motorcycles when perpetrators jumped from a nearby forestry area and opened fire on the couple, killing the woman who was an active member and leader of a farmers' organization. The other victim was the president of the JAC of the Cano Lindo vereda. 1 fatality.",1,1630968110,COL
8429646,170,COL8439,8439,29 August 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Norte de Santander,Cucuta,,Banco De Arenas,8.3585,-72.4792,1,El Colombiano; El Tiempo (Colombia); UNOCHA; INDEPAZ,Other-National,"Around 29 August 2021 (weekend of), in Banco De Arenas, Cucuta municipality (Norte de Santander), unidentified armed individuals opened fire on a group of civilians who had gathered at a local bar, killing three people. The event occurred in Puerto Leon vereda, an area known for the presence of Gulf Clan and ELN members. 3 fatalities.",3,1630968110,COL
9453370,170,COL16689,16689,29 August 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia),7,37,South America,Colombia,Huila,La Plata,,La Plata,2.3894,-75.8926,2,UNOCHA,Other,"On 29 August 2021, in the rural area of La Plata municipality (Huila), a farmer was shot and killed by unidentified armed individuals in the Villa Mercedes vereda. The motive of the attack is unknown. 1 fatality.",1,1660601521,COL
9446078,170,COL8429,8429,28 August 2021,2021,1,Violence against civilians,Attack,Police Forces of Colombia (2018-2022),,1,Civilians (Colombia),,7,17,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota - Kennedy,4.6165,-74.146,1,El Espectador; El Tiempo (Colombia),National,"On 28 August 2021, in Bogota - Kennedy (Bogota, D.C.), a police officer beat up a citizen while carrying out an arrest procedure for breaking regulation introduced due to the coronavirus pandemic. Video leaked to the press showed that the victim was handcuffed when the attack occurred.",0,1660599323,COL
8684374,170,COL8424,8424,27 August 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia); Women (Colombia); Students (Colombia),7,37,South America,Colombia,Cauca,Popayan,,Popayan,2.4825,-76.5741,1,El Tiempo (Colombia),National,"On 27 August 2021, in Popayan (Cauca), two unidentified individuals attacked a social leader who is also a member of a students' organization. Perpetrators threw glue at the hair and face of the victim, who is a recognized activist for women's rights. The woman claimed the attack is related to her political activism during the ongoing anti-government protests that are taking place in the city. [women targeted: activists/human rights defenders/social leaders]",0,1638981224,COL
9451956,170,COL16033,16033,26 August 2021,2021,1,Violence against civilians,Attack,Police Forces of Colombia (2018-2022) DIRAN: Anti-Narcotics Directorate,,1,Civilians (Colombia),Farmers (Colombia),7,17,South America,Colombia,Caqueta,Cartagena del Chaira,,Cartagena Del Chaira,1.3351,-74.8472,2,UNOCHA,Other,"On 26 August 2021, in the rural area of Cartagena Del Chaira (Caqueta), a woman was reported severely injured due to the actions of the DIRAN police forces, in vereda Comuneros. Police attacked a group of farmers as they gathered to complain about the eradication of coca fields. The victim was hit by a tear gas canister on her face.",0,1660601518,COL
9452150,170,COL16686,16686,26 August 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Cauca,Bolivar,,Bolivar,1.8374,-76.9663,2,UNOCHA,Other,"Around 26 August 2021 (as reported), in the rural area of Bolivar municipality (Cauca), unidentified armed individuals shot and killed a man in La Pradera vereda. The motive of the attack is unknown. There is presence of armed groups in the area. 1 fatality.",1,1660601518,COL
9453742,170,COL16048,16048,26 August 2021,2021,1,Violence against civilians,Abduction/forced disappearance,ELN: National Liberation Army,,2,Civilians (Colombia),Farmers (Colombia),7,27,South America,Colombia,Narino,Cumbitara,,Cumbitara,1.6468,-77.5781,2,UNOCHA,Other,"On 26 August 2021, in the rural area of Cumbitara (Narino), ELN members abducted a group of seven farmers, accusing them of being part of another armed group. Three of the victims were released a few days later, and four more returned to their families around 8 September 2021.",0,1660601522,COL
9454963,170,COL16687,16687,26 August 2021,2021,1,Violence against civilians,Abduction/forced disappearance,FARC Dissident - Carolina Ramirez Front: Revolutionary Armed Forces of Colombia Dissident Faction (Carolina Ramirez Front),,2,Civilians (Colombia),,7,27,South America,Colombia,Putumayo,Puerto Leguizamo,,Pinuna Negro,0.3069,-76.0128,1,UNOCHA,Other,"On 26 August 2021, in Pinuna Negro (Putumayo), two men were kidnapped by members of the FARC Dissident group Carolina Ramirez Front. Before kidnapping the man, the group harassed, asked for the identification of the residents, and restricted the movement of civilians (coded separately). There is no further information.",0,1660601525,COL
9451183,170,COL16046,16046,25 August 2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Valdivia,,Puerto Valdivia,7.2949,-75.3874,1,UNOCHA,Other,"Around 25 August 2021, in Puerto Valdivia (Antioquia), unidentified armed individuals killed a resident in a shooting. Authorities claimed that while the reason for the killing is still unknown, the area is known for the presence of ELN, Gulf Clan, and FARC dissident groups. 1 fatality.",1,1660601517,COL
8430639,170,COL8617,8617,24 August 2021,2021,1,Violence against civilians,Attack,Gulf Clan,,3,Civilians (Colombia),Wounaan Indigenous Group (Colombia),7,37,South America,Colombia,Choco,El Litoral del San Juan,,Litoral del San Juan,4.2507,-76.9693,2,Comision Intereclesial de Justicia y Paz,National,"On 24 August 2021, in the rural area of Litoral del San Juan (Choco), suspected Gulf Clan members killed a Wounaan indigenous person in the Playa Linda indigenous reserve area. 1 fatality.",1,1630969497,COL
