poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
80755,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Arizona,9/15/22,9/19/22,,"",,161959,768,lv,,lv,,9/22/22 15:23,"",https://www.filesforprogress.org/datasets/2022/9/dfp_az_midterm_toplines.pdf,"",false,,8954,2022,Governor,0,,11/8/22,general,false,false,DEM,Hobbs,28718,Katie Hobbs,47.0
80755,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Arizona,9/15/22,9/19/22,,"",,161959,768,lv,,lv,,9/22/22 15:23,"",https://www.filesforprogress.org/datasets/2022/9/dfp_az_midterm_toplines.pdf,"",false,,8954,2022,Governor,0,,11/8/22,general,false,false,REP,Lake,28719,Kari Lake,51.0
80772,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Wisconsin,9/15/22,9/19/22,,"",,162036,1087,lv,,lv,,9/23/22 16:06,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/WI-Gen-Poll-Report-0923.pdf,"",false,REP,8986,2022,Governor,0,,11/8/22,general,false,false,DEM,Evers,19212,Tony Evers,47.0
80772,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Wisconsin,9/15/22,9/19/22,,"",,162036,1087,lv,,lv,,9/23/22 16:06,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/WI-Gen-Poll-Report-0923.pdf,"",false,REP,8986,2022,Governor,0,,11/8/22,general,false,false,REP,Michels,30436,Tim Michels,47.7
80828,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,Maine,9/15/22,9/19/22,,"",,162489,694,lv,,lv,,9/27/22 11:30,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1709&context=survey_center_polls,"",false,,8966,2022,Governor,0,,11/8/22,general,false,false,DEM,Mills,28607,Janet T. Mills,53.0
80828,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,Maine,9/15/22,9/19/22,,"",,162489,694,lv,,lv,,9/27/22 11:30,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1709&context=survey_center_polls,"",false,,8966,2022,Governor,0,,11/8/22,general,false,false,REP,LePage,28606,Paul R. LePage,39.0
80828,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,Maine,9/15/22,9/19/22,,"",,162489,694,lv,,lv,,9/27/22 11:30,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1709&context=survey_center_polls,"",false,,8966,2022,Governor,0,,11/8/22,general,false,false,IND,Hunkler,30271,Sam Hunkler,1.0
80718,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Georgia,9/14/22,9/19/22,,"",,161755,1178,lv,,lv,,9/21/22 09:22,"",https://www.cbsnews.com/news/georgia-senate-race-brian-kemp-stacey-abrams-raphael-warnock-herschel-walker-opinion-poll-2022-09-20/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,DEM,Abrams,16673,Stacey Abrams,46.0
80718,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Georgia,9/14/22,9/19/22,,"",,161755,1178,lv,,lv,,9/21/22 09:22,"",https://www.cbsnews.com/news/georgia-senate-race-brian-kemp-stacey-abrams-raphael-warnock-herschel-walker-opinion-poll-2022-09-20/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,REP,Kemp,16674,Brian Kemp,52.0
80757,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Nevada,9/14/22,9/19/22,,"",,161961,874,lv,,lv,,9/22/22 15:23,"",https://www.filesforprogress.org/datasets/2022/9/dfp_nv_midterm_toplines.pdf,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,DEM,Sisolak,28669,Steve Sisolak,45.0
80757,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Nevada,9/14/22,9/19/22,,"",,161961,874,lv,,lv,,9/22/22 15:23,"",https://www.filesforprogress.org/datasets/2022/9/dfp_nv_midterm_toplines.pdf,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,REP,Lombardo,28671,Joe Lombardo,45.0
80757,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Nevada,9/14/22,9/19/22,,"",,161961,874,lv,,lv,,9/22/22 15:23,"",https://www.filesforprogress.org/datasets/2022/9/dfp_nv_midterm_toplines.pdf,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,LIB,Davis,30134,Brandon Davis,4.0
80757,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Nevada,9/14/22,9/19/22,,"",,161961,874,lv,,lv,,9/22/22 15:23,"",https://www.filesforprogress.org/datasets/2022/9/dfp_nv_midterm_toplines.pdf,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,IAP,Bridges,30133,Ed Bridges,3.0
80704,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online/Text,Wisconsin,9/16/22,9/18/22,,"",,161674,860,lv,,lv,,9/20/22 12:14,"",https://emersoncollegepolling.com/wisconsin-2022-voters-splitting-tickets-in-us-senate-and-gubernatorial-elections/,"",false,,8986,2022,Governor,0,,11/8/22,general,false,false,DEM,Evers,19212,Tony Evers,44.8
80704,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online/Text,Wisconsin,9/16/22,9/18/22,,"",,161674,860,lv,,lv,,9/20/22 12:14,"",https://emersoncollegepolling.com/wisconsin-2022-voters-splitting-tickets-in-us-senate-and-gubernatorial-elections/,"",false,,8986,2022,Governor,0,,11/8/22,general,false,false,REP,Michels,30436,Tim Michels,43.3
80704,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online/Text,Wisconsin,9/16/22,9/18/22,,"",,161674,860,lv,,lv,,9/20/22 12:14,"",https://emersoncollegepolling.com/wisconsin-2022-voters-splitting-tickets-in-us-senate-and-gubernatorial-elections/,"",false,,8986,2022,Governor,0,,11/8/22,general,false,false,IND,Beglinger,30030,Joan Ellis Beglinger,3.6
80715,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,B+,Live Phone,Florida,9/15/22,9/18/22,,"",,161752,500,lv,,lv,,9/21/22 09:21,"",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2022/9_21_2022_marginals.pdf,"",false,,8959,2022,Governor,0,,11/8/22,general,false,false,DEM,Crist,18852,Charlie Crist,41.0
80715,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,B+,Live Phone,Florida,9/15/22,9/18/22,,"",,161752,500,lv,,lv,,9/21/22 09:21,"",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2022/9_21_2022_marginals.pdf,"",false,,8959,2022,Governor,0,,11/8/22,general,false,false,REP,DeSantis,18851,Ron DeSantis,47.8
80715,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,B+,Live Phone,Florida,9/15/22,9/18/22,,"",,161752,500,lv,,lv,,9/21/22 09:21,"",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2022/9_21_2022_marginals.pdf,"",false,,8959,2022,Governor,0,,11/8/22,general,false,false,LIB,Roos,30504,Hector Roos,0.6
80715,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,B+,Live Phone,Florida,9/15/22,9/18/22,,"",,161752,500,lv,,lv,,9/21/22 09:21,"",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2022/9_21_2022_marginals.pdf,"",false,,8959,2022,Governor,0,,11/8/22,general,false,false,NPA,Gimenez,30502,Carmen Jackie Gimenez,3.2
80717,1102,Emerson College Polling Society,"960,1032",The Hill | WDAF-TV,Emerson College,88,Emerson College,A-,IVR/Online/Text,Kansas,9/15/22,9/18/22,,"",,161754,1000,lv,,lv,,9/21/22 09:22,"",https://emersoncollegepolling.com/kansas-2022-democratic-governor-laura-kelly-in-tight-race-with-a-g-derek-schmidt-in-gubernatorial-election/,"",false,,8965,2022,Governor,0,,11/8/22,general,false,false,DEM,Kelly,28665,Laura Kelly,44.6
80717,1102,Emerson College Polling Society,"960,1032",The Hill | WDAF-TV,Emerson College,88,Emerson College,A-,IVR/Online/Text,Kansas,9/15/22,9/18/22,,"",,161754,1000,lv,,lv,,9/21/22 09:22,"",https://emersoncollegepolling.com/kansas-2022-democratic-governor-laura-kelly-in-tight-race-with-a-g-derek-schmidt-in-gubernatorial-election/,"",false,,8965,2022,Governor,0,,11/8/22,general,false,false,REP,Schmidt,28666,Derek Schmidt,43.1
80717,1102,Emerson College Polling Society,"960,1032",The Hill | WDAF-TV,Emerson College,88,Emerson College,A-,IVR/Online/Text,Kansas,9/15/22,9/18/22,,"",,161754,1000,lv,,lv,,9/21/22 09:22,"",https://emersoncollegepolling.com/kansas-2022-democratic-governor-laura-kelly-in-tight-race-with-a-g-derek-schmidt-in-gubernatorial-election/,"",false,,8965,2022,Governor,0,,11/8/22,general,false,false,IND,Pyle,30568,Dennis D. Pyle,3.0
80980,1744,Bruno Political Consulting,"","",Bruno Political Consulting,724,Bruno Political Consulting,,Live Phone/Online,Oklahoma,9/15/22,9/18/22,28832,Natalie Bruno,LIB,163049,2989,lv,,lv,,10/10/22 08:50,"",https://twitter.com/nataliebruno/status/1579096574017564672?s=46&t=oXGZUTo80g_g97idv0LbVw,"",true,LIB,8977,2022,Governor,0,,11/8/22,general,false,false,DEM,Hofmeister,28681,Joy Hofmeister,40.2
80980,1744,Bruno Political Consulting,"","",Bruno Political Consulting,724,Bruno Political Consulting,,Live Phone/Online,Oklahoma,9/15/22,9/18/22,28832,Natalie Bruno,LIB,163049,2989,lv,,lv,,10/10/22 08:50,"",https://twitter.com/nataliebruno/status/1579096574017564672?s=46&t=oXGZUTo80g_g97idv0LbVw,"",true,LIB,8977,2022,Governor,0,,11/8/22,general,false,false,REP,Stitt,28682,Kevin Stitt,39.19
80980,1744,Bruno Political Consulting,"","",Bruno Political Consulting,724,Bruno Political Consulting,,Live Phone/Online,Oklahoma,9/15/22,9/18/22,28832,Natalie Bruno,LIB,163049,2989,lv,,lv,,10/10/22 08:50,"",https://twitter.com/nataliebruno/status/1579096574017564672?s=46&t=oXGZUTo80g_g97idv0LbVw,"",true,LIB,8977,2022,Governor,0,,11/8/22,general,false,false,LIB,Bruno,28832,Natalie Bruno,9.44
80980,1744,Bruno Political Consulting,"","",Bruno Political Consulting,724,Bruno Political Consulting,,Live Phone/Online,Oklahoma,9/15/22,9/18/22,28832,Natalie Bruno,LIB,163049,2989,lv,,lv,,10/10/22 08:50,"",https://twitter.com/nataliebruno/status/1579096574017564672?s=46&t=oXGZUTo80g_g97idv0LbVw,"",true,LIB,8977,2022,Governor,0,,11/8/22,general,false,false,IND,Yen,28833,Ervin Stone Yen,4.63
80736,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Texas,9/14/22,9/18/22,,"",,161849,651,lv,,lv,,9/21/22 20:32,"",https://www.scribd.com/document/595960281/Texas-Benchmark-Final-Poll-Results-092122,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,DEM,O'Rourke,28252,Beto O'Rourke,43.0
80736,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Texas,9/14/22,9/18/22,,"",,161849,651,lv,,lv,,9/21/22 20:32,"",https://www.scribd.com/document/595960281/Texas-Benchmark-Final-Poll-Results-092122,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,REP,Abbott,19215,Greg Abbott,50.0
80771,1422,Patinkin Research Strategies,1892,Progress Georgia,Patinkin Research Strategies,490,Patinkin Research Strategies,B/C,Live Phone/Text,Georgia,9/14/22,9/18/22,,"",,162034,600,a,,a,,9/23/22 14:39,"",https://drive.google.com/file/d/1DQUo9a_9e7FG-CHM44ZUYkf7Dd_C-3xB/view,"",false,DEM,8960,2022,Governor,0,,11/8/22,general,false,false,DEM,Abrams,16673,Stacey Abrams,46.5
80771,1422,Patinkin Research Strategies,1892,Progress Georgia,Patinkin Research Strategies,490,Patinkin Research Strategies,B/C,Live Phone/Text,Georgia,9/14/22,9/18/22,,"",,162034,600,a,,a,,9/23/22 14:39,"",https://drive.google.com/file/d/1DQUo9a_9e7FG-CHM44ZUYkf7Dd_C-3xB/view,"",false,DEM,8960,2022,Governor,0,,11/8/22,general,false,false,REP,Kemp,16674,Brian Kemp,49.9
80676,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Arizona,9/14/22,9/17/22,,"",,161483,1080,lv,,lv,,9/18/22 14:52,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/AZ-Gen-0918-Poll-Report.pdf,"",false,REP,8954,2022,Governor,0,,11/8/22,general,false,false,DEM,Hobbs,28718,Katie Hobbs,45.6
80676,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Arizona,9/14/22,9/17/22,,"",,161483,1080,lv,,lv,,9/18/22 14:52,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/AZ-Gen-0918-Poll-Report.pdf,"",false,REP,8954,2022,Governor,0,,11/8/22,general,false,false,REP,Lake,28719,Kari Lake,50.0
80758,329,Muhlenberg,269,Morning Call,Muhlenberg College,219,Muhlenberg College,B+,Live Phone,Pennsylvania,9/13/22,9/16/22,,"",,161969,420,lv,,lv,,9/22/22 17:14,"",https://www.muhlenberg.edu/aboutus/polling/politicselectionssurveys/archivedpolls/2022-pennsylvaniamidtermelectionsurvey/,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,DEM,Shapiro,29888,Josh Shapiro,53.0
80758,329,Muhlenberg,269,Morning Call,Muhlenberg College,219,Muhlenberg College,B+,Live Phone,Pennsylvania,9/13/22,9/16/22,,"",,161969,420,lv,,lv,,9/22/22 17:14,"",https://www.muhlenberg.edu/aboutus/polling/politicselectionssurveys/archivedpolls/2022-pennsylvaniamidtermelectionsurvey/,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,REP,Mastriano,30156,Douglas V. Mastriano,42.0
80691,847,U. Georgia SPIA,655,Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,350,University of Georgia School of Public and International Affairs,B/C,Live Phone,Georgia,9/5/22,9/16/22,,"",,161654,861,lv,,lv,,9/20/22 09:09,"",https://www.ajc.com/politics/ajc-poll-gives-republicans-the-edge-in-most-races/CPN7VPBV5VAADJZ77I7VBPPRGY/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,DEM,Abrams,16673,Stacey Abrams,42.2
80691,847,U. Georgia SPIA,655,Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,350,University of Georgia School of Public and International Affairs,B/C,Live Phone,Georgia,9/5/22,9/16/22,,"",,161654,861,lv,,lv,,9/20/22 09:09,"",https://www.ajc.com/politics/ajc-poll-gives-republicans-the-edge-in-most-races/CPN7VPBV5VAADJZ77I7VBPPRGY/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,REP,Kemp,16674,Brian Kemp,50.2
80691,847,U. Georgia SPIA,655,Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,350,University of Georgia School of Public and International Affairs,B/C,Live Phone,Georgia,9/5/22,9/16/22,,"",,161654,861,lv,,lv,,9/20/22 09:09,"",https://www.ajc.com/politics/ajc-poll-gives-republicans-the-edge-in-most-races/CPN7VPBV5VAADJZ77I7VBPPRGY/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,LIB,Hazel,29536,Shane Hazel,0.5
80691,847,U. Georgia SPIA,655,Atlanta Journal-Constitution,University of Georgia School of Public and International Affairs,350,University of Georgia School of Public and International Affairs,B/C,Live Phone,Georgia,9/5/22,9/16/22,,"",,161654,861,lv,,lv,,9/20/22 09:09,"",https://www.ajc.com/politics/ajc-poll-gives-republicans-the-edge-in-most-races/CPN7VPBV5VAADJZ77I7VBPPRGY/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,IND,Bartell,29537,Al Bartell,1.0
80666,1102,Emerson College Polling Society,43,7News,Emerson College,88,Emerson College,A-,IVR/Text,New Hampshire,9/14/22,9/15/22,,"",,161465,800,lv,,lv,,9/16/22 13:30,"",https://emersoncollegepolling.com/new-hampshire-2022-senator-hassan-leads-freshley-nominated-bolduc-by-11/,"",false,,8973,2022,Governor,0,,11/8/22,general,false,false,DEM,Sherman,29590,Tom Sherman,36.8
80666,1102,Emerson College Polling Society,43,7News,Emerson College,88,Emerson College,A-,IVR/Text,New Hampshire,9/14/22,9/15/22,,"",,161465,800,lv,,lv,,9/16/22 13:30,"",https://emersoncollegepolling.com/new-hampshire-2022-senator-hassan-leads-freshley-nominated-bolduc-by-11/,"",false,,8973,2022,Governor,0,,11/8/22,general,false,false,REP,Sununu,28913,Chris Sununu,52.0
80684,1056,Remington,"","",Remington Research Group,279,Remington Research Group,B,,Arkansas,9/14/22,9/15/22,,"",,161496,1418,lv,,lv,,9/19/22 10:13,"",https://twitter.com/TitusBond/status/1571864319893114884?s=20&t=u0iZX9TQn9kV2XwBvFKJRQ,"",false,,8955,2022,Governor,0,,11/8/22,general,false,false,DEM,Jones,28834,Chris Jones,34.0
80684,1056,Remington,"","",Remington Research Group,279,Remington Research Group,B,,Arkansas,9/14/22,9/15/22,,"",,161496,1418,lv,,lv,,9/19/22 10:13,"",https://twitter.com/TitusBond/status/1571864319893114884?s=20&t=u0iZX9TQn9kV2XwBvFKJRQ,"",false,,8955,2022,Governor,0,,11/8/22,general,false,false,REP,Sanders,29381,Sarah Huckabee Sanders,59.0
80684,1056,Remington,"","",Remington Research Group,279,Remington Research Group,B,,Arkansas,9/14/22,9/15/22,,"",,161496,1418,lv,,lv,,9/19/22 10:13,"",https://twitter.com/TitusBond/status/1571864319893114884?s=20&t=u0iZX9TQn9kV2XwBvFKJRQ,"",false,,8955,2022,Governor,0,,11/8/22,general,false,false,LIB,Harrington,28836,Ricky Dale Harrington Jr.,3.0
80690,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Wisconsin,9/14/22,9/15/22,,"",,161650,651,lv,,lv,,9/19/22 20:59,"",https://www.scribd.com/document/595537708/Exclusive-Spectrum-News-Siena-College-poll-results,"",false,,8986,2022,Governor,0,,11/8/22,general,false,false,DEM,Evers,19212,Tony Evers,49.0
80690,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Wisconsin,9/14/22,9/15/22,,"",,161650,651,lv,,lv,,9/19/22 20:59,"",https://www.scribd.com/document/595537708/Exclusive-Spectrum-News-Siena-College-poll-results,"",false,,8986,2022,Governor,0,,11/8/22,general,false,false,REP,Michels,30436,Tim Michels,44.0
80667,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Pennsylvania,9/13/22,9/15/22,,"",,161466,1078,lv,,lv,,9/16/22 13:30,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-PA-General-0916-Poll-Report.pdf,"",false,REP,8979,2022,Governor,0,,11/8/22,general,false,false,DEM,Shapiro,29888,Josh Shapiro,47.4
80667,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Pennsylvania,9/13/22,9/15/22,,"",,161466,1078,lv,,lv,,9/16/22 13:30,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-PA-General-0916-Poll-Report.pdf,"",false,REP,8979,2022,Governor,0,,11/8/22,general,false,false,REP,Mastriano,30156,Douglas V. Mastriano,45.4
80667,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Pennsylvania,9/13/22,9/15/22,,"",,161466,1078,lv,,lv,,9/16/22 13:30,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-PA-General-0916-Poll-Report.pdf,"",false,REP,8979,2022,Governor,0,,11/8/22,general,false,false,LIB,Hackenburg,29886,Matt Hackenburg,2.8
80692,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone/Text/Online,Georgia,9/12/22,9/15/22,,"",,161655,1202,rv,,rv,,9/20/22 09:09,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-georgia/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,DEM,Abrams,16673,Stacey Abrams,44.0
80692,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone/Text/Online,Georgia,9/12/22,9/15/22,,"",,161655,1202,rv,,rv,,9/20/22 09:09,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-georgia/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,REP,Kemp,16674,Brian Kemp,50.0
80692,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone/Text/Online,Georgia,9/12/22,9/15/22,,"",,161655,1202,rv,,rv,,9/20/22 09:09,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-georgia/,"",false,,8960,2022,Governor,0,,11/8/22,general,false,false,LIB,Hazel,29536,Shane Hazel,2.0
80716,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone,Ohio,9/12/22,9/15/22,,"",,161753,1200,rv,,rv,,9/21/22 09:22,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-ohio/,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,DEM,Whaley,28603,Nan Whaley,37.0
80716,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone,Ohio,9/12/22,9/15/22,,"",,161753,1200,rv,,rv,,9/21/22 09:22,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-ohio/,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,REP,DeWine,28604,Mike DeWine,55.0
80760,1246,Baldwin Wallace University,"","",Baldwin Wallace University,401,Baldwin Wallace University,B/C,Online,Ohio,9/12/22,9/15/22,,"",,161975,855,lv,,lv,,9/23/22 09:26,"",https://www.bw.edu/news/2022/fall/baldwin-wallace-university-takes-ohio-pulse-ahead-of-the-midterm-elections,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,DEM,Whaley,28603,Nan Whaley,38.9
80760,1246,Baldwin Wallace University,"","",Baldwin Wallace University,401,Baldwin Wallace University,B/C,Online,Ohio,9/12/22,9/15/22,,"",,161975,855,lv,,lv,,9/23/22 09:26,"",https://www.bw.edu/news/2022/fall/baldwin-wallace-university-takes-ohio-pulse-ahead-of-the-midterm-elections,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,REP,DeWine,28604,Mike DeWine,56.7
80750,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Text,Arizona,9/8/22,9/15/22,,"",,161941,500,lv,,lv,,9/22/22 10:44,"",https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-arizona-2022-elections-voter-survey-governor.doi.10.26419-2Fres.00550.011.pdf,"",false,,8954,2022,Governor,0,,11/8/22,general,false,false,DEM,Hobbs,28718,Katie Hobbs,49.0
80750,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Text,Arizona,9/8/22,9/15/22,,"",,161941,500,lv,,lv,,9/22/22 10:44,"",https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-arizona-2022-elections-voter-survey-governor.doi.10.26419-2Fres.00550.011.pdf,"",false,,8954,2022,Governor,0,,11/8/22,general,false,false,REP,Lake,28719,Kari Lake,48.0
80807,1707,Texas Hispanic Policy Foundation,"729,1208,1852,1854",WFAA-TV | KHOU-TV | KVUE | KENS,Texas Hispanic Policy Foundation,698,Texas Hispanic Policy Foundation,,Online,Texas,9/6/22,9/15/22,,"",,162443,1172,lv,,lv,,9/26/22 09:36,"",https://www.kens5.com/article/news/politics/elections/texas-republicans-statewide-elections-kens5-poll-projection-abbott-orourke/273-4c667503-0be0-4c17-bf16-126a4d1328bb,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,DEM,O'Rourke,28252,Beto O'Rourke,44.0
80807,1707,Texas Hispanic Policy Foundation,"729,1208,1852,1854",WFAA-TV | KHOU-TV | KVUE | KENS,Texas Hispanic Policy Foundation,698,Texas Hispanic Policy Foundation,,Online,Texas,9/6/22,9/15/22,,"",,162443,1172,lv,,lv,,9/26/22 09:36,"",https://www.kens5.com/article/news/politics/elections/texas-republicans-statewide-elections-kens5-poll-projection-abbott-orourke/273-4c667503-0be0-4c17-bf16-126a4d1328bb,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,REP,Abbott,19215,Greg Abbott,51.0
80807,1707,Texas Hispanic Policy Foundation,"729,1208,1852,1854",WFAA-TV | KHOU-TV | KVUE | KENS,Texas Hispanic Policy Foundation,698,Texas Hispanic Policy Foundation,,Online,Texas,9/6/22,9/15/22,,"",,162443,1172,lv,,lv,,9/26/22 09:36,"",https://www.kens5.com/article/news/politics/elections/texas-republicans-statewide-elections-kens5-poll-projection-abbott-orourke/273-4c667503-0be0-4c17-bf16-126a4d1328bb,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,LIB,Tippetts,28797,Mark Tippetts,1.0
80807,1707,Texas Hispanic Policy Foundation,"729,1208,1852,1854",WFAA-TV | KHOU-TV | KVUE | KENS,Texas Hispanic Policy Foundation,698,Texas Hispanic Policy Foundation,,Online,Texas,9/6/22,9/15/22,,"",,162443,1172,lv,,lv,,9/26/22 09:36,"",https://www.kens5.com/article/news/politics/elections/texas-republicans-statewide-elections-kens5-poll-projection-abbott-orourke/273-4c667503-0be0-4c17-bf16-126a4d1328bb,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,GRE,Barrios,28696,Delilah Barrios,1.0
80703,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,9/14/22,9/14/22,,"",,161673,1079,lv,,lv,,9/20/22 10:56,"",https://alphanews.org/exclusive-jensen-surges-schultz-leads-in-new-alpha-news-trafalgar-group-poll/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,DEM,Walz,28733,Tim Walz,47.7
80703,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,9/14/22,9/14/22,,"",,161673,1079,lv,,lv,,9/20/22 10:56,"",https://alphanews.org/exclusive-jensen-surges-schultz-leads-in-new-alpha-news-trafalgar-group-poll/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,REP,Jensen,28736,Scott Jensen,45.0
80703,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,9/14/22,9/14/22,,"",,161673,1079,lv,,lv,,9/20/22 10:56,"",https://alphanews.org/exclusive-jensen-surges-schultz-leads-in-new-alpha-news-trafalgar-group-poll/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,OTH,McCaskel,30501,James McCaskel,1.4
